date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:47:36	9754/9754	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:35%20GMT	http://www.lithoguru.com/scientist/conferences.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/conferences.html	(from http://www.lithoguru.com/)
01:47:37	6809/6809	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:35%20GMT	http://www.lithoguru.com/scientist/litholite.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/litholite.html	(from http://www.lithoguru.com/)
01:47:37	5622/5622	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:35%20GMT	http://www.lithoguru.com/scientist/publish.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/publish.html	(from http://www.lithoguru.com/)
01:47:37	17895/17895	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:35%20GMT	http://www.lithoguru.com/scientist/books.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/books.html	(from http://www.lithoguru.com/)
01:47:37	79782/79782	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:36%20GMT	http://www.lithoguru.com/scientist/papers.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/papers.html	(from http://www.lithoguru.com/)
01:47:38	6343/6343	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:36%20GMT	http://www.lithoguru.com/scientist/papers-favorites.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/papers-favorites.html	(from http://www.lithoguru.com/)
01:47:38	21319/21319	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:36%20GMT	http://www.lithoguru.com/scientist/papers-recent.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/papers-recent.html	(from http://www.lithoguru.com/)
01:47:38	19473/19473	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:36%20GMT	http://www.lithoguru.com/scientist/papers-LER.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/papers-LER.html	(from http://www.lithoguru.com/)
01:47:38	14113/14113	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:37%20GMT	http://www.lithoguru.com/scientist/tutor.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/tutor.html	(from http://www.lithoguru.com/)
01:47:39	4868/4868	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:37%20GMT	http://www.lithoguru.com/scientist/profit.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/profit.html	(from http://www.lithoguru.com/)
01:47:39	5012/5012	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:37%20GMT	http://www.lithoguru.com/scientist/consult.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/consult.html	(from http://www.lithoguru.com/)
01:47:39	7470/7470	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:37%20GMT	http://www.lithoguru.com/scientist/training.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/training.html	(from http://www.lithoguru.com/)
01:47:39	9698/9698	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:38%20GMT	http://www.lithoguru.com/scientist/expert.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/expert.html	(from http://www.lithoguru.com/)
01:47:40	4866/4866	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:38%20GMT	http://www.lithoguru.com/scientist/about.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/about.html	(from http://www.lithoguru.com/)
01:47:40	3093/3093	---M--	200	added ('OK')	image/gif	etag:%22c15-47878656ea000%22	http://www.lithoguru.com/images/cmack2.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/cmack2.gif	(from http://www.lithoguru.com/)
01:47:40	317/317	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Sep%202022%2017:47:38%20GMT	http://www.lithoguru.com/fractilia	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/fractilia	(from http://www.lithoguru.com/)
01:47:40	1/1	---M--	200	added ('OK')	text/css	etag:%221-4f568e6893c00%22	http://www.lithoguru.com/css/structure.css	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/css/structure.css	(from http://www.lithoguru.com/gentleman/)
01:47:41	4715/4715	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:39%20GMT	http://www.lithoguru.com/fractilia/	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/fractilia/index.html	(from http://www.lithoguru.com/)
01:47:41	9934/9934	---M--	200	added ('OK')	text/css	etag:%2226ce-508582ede0600%22	http://www.lithoguru.com/css/default.css	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/css/default.css	(from http://www.lithoguru.com/gentleman/)
01:47:41	431/431	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Mar%202014%2007:00:00%20GMT	http://www.lithoguru.com/ssi/navMenu.js	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/ssi/navMenu.js	(from http://www.lithoguru.com/gentleman/)
01:47:42	7919/7919	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:40%20GMT	http://www.lithoguru.com/scientist/bio.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/bio.html	(from http://www.lithoguru.com/scientist/)
01:47:42	15291/15291	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:40%20GMT	http://www.lithoguru.com/scientist/resume.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/resume.html	(from http://www.lithoguru.com/scientist/)
01:47:43	2553/2553	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:41%20GMT	http://www.lithoguru.com/contact.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/contact.html	(from http://www.lithoguru.com/scientist/)
01:47:43	10880/10880	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:41%20GMT	http://www.lithoguru.com/gentleman/philosophy/science_definition.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/philosophy/science_definition.html	(from http://www.lithoguru.com/scientist/)
01:47:44	5248/5248	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:42%20GMT	http://www.lithoguru.com/textbook/	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/textbook/index.html	(from http://www.lithoguru.com/scientist/)
01:47:44	35928/35928	---M--	200	added ('OK')	image/gif	etag:%228c58-40b8ed560e000%22	http://www.lithoguru.com/images/business.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/business.gif	(from http://www.lithoguru.com/gentleman/)
01:47:44	7210/7210	---M--	200	added ('OK')	image/jpeg	etag:%221c2a-43f6bc4a46000%22	http://www.lithoguru.com/images/Fundamental_Principles.jpg	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/Fundamental_Principles.jpg	(from http://www.lithoguru.com/scientist/)
01:47:46	13262/13262	---M--	200	added ('OK')	image/gif	etag:%2233ce-40ad9c8ce8000%22	http://www.lithoguru.com/images/field-guide.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/field-guide.gif	(from http://www.lithoguru.com/scientist/)
01:47:46	11867/11867	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:44%20GMT	http://www.lithoguru.com/gentleman/essays/Douglass.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Douglass.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:46	10916/10916	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:44%20GMT	http://www.lithoguru.com/gentleman/essays/SnowCrash.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/SnowCrash.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:46	8226/8226	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:45%20GMT	http://www.lithoguru.com/gentleman/essays/Paradise.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Paradise.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:47	11100/11100	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:45%20GMT	http://www.lithoguru.com/gentleman/essays/SunsetLimited.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/SunsetLimited.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:47	9143/9143	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:45%20GMT	http://www.lithoguru.com/gentleman/essays/WoundedKnee.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/WoundedKnee.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:47	11015/11015	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:45%20GMT	http://www.lithoguru.com/gentleman/essays/PlotAgainstAmerica.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/PlotAgainstAmerica.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:48	26123/26123	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:46%20GMT	http://www.lithoguru.com/gentleman/essays/gamay.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/gamay.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:48	26351/26351	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:46%20GMT	http://www.lithoguru.com/gentleman/essays/Gilgamesh.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Gilgamesh.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:48	8449/8449	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:46%20GMT	http://www.lithoguru.com/gentleman/essays/Native_Son.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Native_Son.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:48	7457/7457	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:47%20GMT	http://www.lithoguru.com/gentleman/essays/Barracoon.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Barracoon.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:49	8824/8824	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:47%20GMT	http://www.lithoguru.com/gentleman/essays/Perfume.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Perfume.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:49	6529/6529	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:47%20GMT	http://www.lithoguru.com/gentleman/essays/InColdBlood.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/InColdBlood.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:49	7845/7845	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:47%20GMT	http://www.lithoguru.com/gentleman/essays/Koestler.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Koestler.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:50	10072/10072	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:48%20GMT	http://www.lithoguru.com/gentleman/essays/passion.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/passion.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:50	8429/8429	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:48%20GMT	http://www.lithoguru.com/gentleman/essays/Ulysses.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Ulysses.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:50	19788/19788	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:48%20GMT	http://www.lithoguru.com/gentleman/essays/Camus.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Camus.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:50	8469/8469	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:49%20GMT	http://www.lithoguru.com/gentleman/essays/Hesse.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/Hesse.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:51	8312/8312	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:49%20GMT	http://www.lithoguru.com/gentleman/philosophy/belief.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/philosophy/belief.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:51	8228/8228	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:49%20GMT	http://www.lithoguru.com/gentleman/philosophy/antirealism.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/philosophy/antirealism.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:51	12070/12070	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:49%20GMT	http://www.lithoguru.com/gentleman/essays/social_security.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/social_security.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:52	8624/8624	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:50%20GMT	http://www.lithoguru.com/gentleman/essays/libertarian.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/libertarian.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:52	6367/6367	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:50%20GMT	http://www.lithoguru.com/gentleman/essays/genocide.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/genocide.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:52	8516/8516	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:50%20GMT	http://www.lithoguru.com/gentleman/philosophy/science_puzzle.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/philosophy/science_puzzle.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:52	51374/51374	---M--	200	added ('OK')	image/gif	etag:%22c8ae-40b8ed560e000%22	http://www.lithoguru.com/images/chris_scientist.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/chris_scientist.gif	(from http://www.lithoguru.com/scientist/)
01:47:52	9716/9716	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:51%20GMT	http://www.lithoguru.com/gentleman/essays/defining_torture.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/defining_torture.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:53	13116/13116	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:51%20GMT	http://www.lithoguru.com/gentleman/essays/writing.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/writing.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:53	14562/14562	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:51%20GMT	http://www.lithoguru.com/gentleman/essays/torture.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/torture.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:53	7138/7138	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:51%20GMT	http://www.lithoguru.com/gentleman/essays/survivor.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/essays/survivor.html	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:54	16610/16610	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:52%20GMT	http://www.lithoguru.com/gentleman/data/inflation.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/data/inflation.html	(from http://www.lithoguru.com/gentleman/data.html)
01:47:54	42932/42932	---M--	200	added ('OK')	image/gif	etag:%22a7b4-40bcb2ee70000%22	http://www.lithoguru.com/images/politics2.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/politics2.gif	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:54	9953/9953	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:52%20GMT	http://www.lithoguru.com/gentleman/data/population.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/data/population.html	(from http://www.lithoguru.com/gentleman/data.html)
01:47:55	44478/44478	---M--	200	added ('OK')	image/jpeg	etag:%22adbe-4f97ef648bc00%22	http://www.lithoguru.com/images/strong%20chris.jpg	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/strong%20chris.jpg	(from http://www.lithoguru.com/gentleman/writing.html)
01:47:55	13477/13477	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:47:53%20GMT	http://www.lithoguru.com/gentleman/data/GDP.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/data/GDP.html	(from http://www.lithoguru.com/gentleman/data.html)
01:48:01	35542/35542	---M--	200	added ('OK')	image/gif	etag:%228ad6-40b8ed560e000%22	http://www.lithoguru.com/images/optics.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/optics.gif	(from http://www.lithoguru.com/gentleman/history.html)
01:48:02	4556/4556	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:48:00%20GMT	http://www.lithoguru.com/gentleman/optics/eight_good_men.html	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/optics/eight_good_men.html	(from http://www.lithoguru.com/gentleman/history.html)
01:48:06	28323/28323	---M--	200	added ('OK')	image/gif	etag:%226ea3-40b8ed560e000%22	http://www.lithoguru.com/images/white-paper-1.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/white-paper-1.gif	(from http://www.lithoguru.com/gentleman/phil.html)
01:48:11	106496/106496	---M--	200	added ('OK')	application/octet-stream	etag:%221a000-4b092c98cbc00%22	http://www.lithoguru.com/gentleman/data/population.xls	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/data/population.xls	(from http://www.lithoguru.com/gentleman/data.html)
01:48:13	39492/39492	---M--	200	added ('OK')	image/gif	etag:%229a44-40b8ed560e000%22	http://www.lithoguru.com/images/quotes.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/quotes.gif	(from http://www.lithoguru.com/gentleman/quotes.html)
01:48:13	126976/126976	---M--	200	added ('OK')	application/octet-stream	etag:%221f000-494feb5d3c000%22	http://www.lithoguru.com/gentleman/data/inflation.xls	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/data/inflation.xls	(from http://www.lithoguru.com/gentleman/data.html)
01:48:14	6941/6941	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2017:48:12%20GMT	http://www.lithoguru.com/scientist/glossary/	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/scientist/glossary/index-2.html	(from http://www.lithoguru.com/scientist/science-writing.html)
01:48:21	55574/55574	---M--	200	added ('OK')	image/gif	etag:%22d916-40b8ed560e000%22	http://www.lithoguru.com/images/litho.gif	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/litho.gif	(from http://www.lithoguru.com/scientist/science-writing.html)
01:48:28	209920/209920	---M--	200	added ('OK')	application/octet-stream	etag:%2233400-494feb5d3c000%22	http://www.lithoguru.com/gentleman/data/GDP.xls	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/gentleman/data/GDP.xls	(from http://www.lithoguru.com/gentleman/data.html)
01:49:20	412888/412888	---M--	200	added ('OK')	image/jpeg	etag:%2264cd8-56c2d6fc40a00%22	http://www.lithoguru.com/images/How%20to%20write%20a%20good%20scientific%20paper%20cover.jpg	C:/My%20Websites/www.lithoguru.com/www.lithoguru.com/images/How%20to%20write%20a%20good%20scientific%20paper%20cover.jpg	(from http://www.lithoguru.com/scientist/science-writing.html)
